Country Name,Country Code,Indicator Name,Indicator Code,Year,Forest Area (% of land)
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,1991,36.3231732535836
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,1991,64.4846735152382
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.3776482815027
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,1991,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,1991,21.6277129951332
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,1991,6.9460299027435
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,1991,5.58769861735308
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.84146146283467
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.183002493765586
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,1991,6.19685767097967
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,1991,26.0708578423039
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,1991,48.130378578024
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.10494106980961
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,1991,68.4108612177729
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,1991,6.79763327125136
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,1991,62.2162417856334
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.45679012345679
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,1991,42.3076923076923
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,1991,67.8364088741447
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.201459034792368
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,1991,54.077568528429
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,1991,77.1282495667244
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,1991,13.6410557184751
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,1991,88.1953903654485
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.123327687918433
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,1991,34.8262295081967
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,1991,53.0260660755642
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,1991,34.7379688086747
Low income,LIC,Forest area (% of land area),AG.LND.FRST.ZS,1991,27.2693791325828
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,1991,40.75
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,1991,37.1860787753149
Lower middle income,LMC,Forest area (% of land area),AG.LND.FRST.ZS,1991,34.0058227160817
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.13702239789196
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,1991,12.2953506609904
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.0
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,1991,23.4329057330536
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,1991,2.73333333333333
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Forest area (% of land area),AG.LND.FRST.ZS,1991,2.10737889882002
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,1991,36.1998096658865
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,1991,52.2222222222222
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,1991,10.896663634352
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.09375
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,1991,59.343640787098
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Forest area (% of land area),AG.LND.FRST.ZS,1991,2.51188125617733
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,1991,9.26898726954582
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,1991,72.7065217391304
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,1991,54.8831353798418
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.456582904821966
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,1991,20.2738916256158
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,1991,36.6960118795079
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,1991,62.4738548166185
North America,NAC,Forest area (% of land area),AG.LND.FRST.ZS,1991,35.9061877434674
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,1991,10.5651245612117
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,1991,45.5033916849015
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.4867845583011
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,1991,28.9456009749992
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,1991,52.3460196111019
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,1991,10.270941943128
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.2109493927347
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,1991,39.7403916083916
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.0
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,1991,35.7756522729862
OECD members,OED,Forest area (% of land area),AG.LND.FRST.ZS,1991,32.2808629865058
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.0096930533117932
Other small states,OSS,Forest area (% of land area),AG.LND.FRST.ZS,1991,20.8916446898401
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,1991,6.40727091116646
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,1991,61.7550981974711
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,1991,59.63552265625
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,1991,25.9310292785995
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,1991,83.245652173913
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,1991,80.3504584198207
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,1991,29.056449769826
Pre-demographic dividend,PRE,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.0117747102159
Puerto Rico (US),PRI,Forest area (% of land area),AG.LND.FRST.ZS,1991,37.3406989853439
"Korea, Dem. People's Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,1991,57.0243003072834
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,1991,37.0185792349727
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,1991,63.6557739743267
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.50830564784053
Pacific island small states,PSS,Forest area (% of land area),AG.LND.FRST.ZS,1991,65.9022741433022
Post-demographic dividend,PST,Forest area (% of land area),AG.LND.FRST.ZS,1991,31.6467182097584
French Polynesia,PYF,Forest area (% of land area),AG.LND.FRST.ZS,1991,39.5743169398907
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.0
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,1991,27.7630088032773
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,1991,12.7280097284151
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,1991,22.8706155639906
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,1991,0.454484134921779
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,1991,48.0868436087882
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,1991,22.4561194029851
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,1991,90.8959985709182
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,1991,43.0447908007758
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,1991,34.4777992277992
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,1991,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,1991,13.0802276277617
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.7524780894234
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.7533804482743
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,1991,65.8782342287563
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,1991,61.0354166666667
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,1991,95.7833338867858
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,1991,68.9179080752502
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,1991,26.8810465116279
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,1991,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,1991,2.05724235498966
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,1991,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,1991,5.31472363405337
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,1991,28.8951642520711
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,1991,24.8637690751976
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,1991,37.8255593180528
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,1991,53.2169027878605
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,1991,64.6738399462004
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,1991,2.51248174391688
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,1991,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,1991,22.8706155639906
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.7533804482743
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,1991,47.0797270955166
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,1991,4.16042868177137
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,1991,25.7525915050089
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,1991,64.368943328065
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,1991,17.6878934988239
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,1991,4.88572734544624
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,1991,33.0341654510992
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,1991,70.8717948717949
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,1991,58.6571056062582
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,1991,24.7066666666667
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,1991,68.9514285714286
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,1991,29.5455282804387
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,1991,36.2838392124692
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,1991,62.0664310954064
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,1991,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,1991,14.9252652317635
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,1991,63.7299398700547
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,1991,48.5475248804446
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,1992,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,1992,42.6231097962786
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1992,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,1992,22.5405832111769
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,1992,63.328744685971
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,1992,28.6459854014599
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,1992,1.77334073788536
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,1992,3.63117431709378
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,1992,12.7302690476451
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,1992,11.7426062521953
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,1992,90.01
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,1992,22.6772727272727
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,1992,17.3735183473699
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,1992,45.9060106640814
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,1992,11.4548229328142
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,1992,10.1235202492212
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,1992,41.6384356154665
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,1992,27.8383771929825
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,1992,14.75247445648
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,1992,30.1599927686884
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.352112676056338
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,1992,50.9350649350649
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,1992,42.7798828125
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,1992,38.8246077426476
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,1992,68.9120561157387
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,1992,18.5185185185185
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,1992,52.8607532539463
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,1992,69.5532881717703
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,1992,14.6511627906977
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,1992,77.7609108159393
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,1992,54.0756372664426
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,1992,32.7618089742911
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,1992,37.148865132107
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,1992,38.835005615916
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,1992,31.5154619705859
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,1992,29.3967304866273
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,1992,4.19191919191919
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,1992,20.6584948596698
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,1992,17.161087742657
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,1992,22.9546477987421
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,1992,47.2160478940577
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,1992,65.849010829051
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,1992,65.2737920937042
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,1992,58.1465633168094
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,1992,24.2794196668458
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,1992,5.024317617866
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,1992,56.7443008225617
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,1992,91.4148005956225
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,1992,19.8640595903166
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,1992,54.5416666666667
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,1992,17.6634199134199
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,1992,32.3971013662533
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.241587575496117
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,1992,66.4293333333333
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,1992,13.4868
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.5768163941213
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.692518914743003
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,1992,29.0914270227252
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,1992,25.4798783600094
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,1992,26.2383996265866
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,1992,9.79803242320083
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,1992,37.7350989617448
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,1992,52.202961999711
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.0471043246772816
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.7254216521006
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,1992,29.1176397565273
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,1992,52.1938664779429
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,1992,36.8055303304929
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,1992,29.1926804588984
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,1992,72.1934140976394
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,1992,52.1645320197044
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,1992,26.6751405310045
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.0573065902578797
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,1992,90.9085714285714
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,1992,92.1694260100128
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,1992,11.6281569048898
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,1992,39.6310260469132
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,1992,42.669992089303
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,1992,29.3285039882793
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,1992,39.8413043478261
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,1992,78.8207681365576
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,1992,95.6305169340464
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,1992,26.058081458495
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,1992,52.0588235294118
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,1992,0.0006438396254024
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,1992,43.5498320268757
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,1992,44.4444444444444
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,1992,94.4605740411481
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,1992,35.5325002631266
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,1992,62.0777370631871
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.856135123998
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,1992,33.2140940797711
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,1992,13.8775761973875
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,1992,20.4223211305219
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.9608320489999
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,1992,34.4689273098267
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,1992,32.8548482204733
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,1992,33.5682390209459
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,1992,63.531632782614
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,1992,32.6453819031289
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,1992,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,1992,21.7505776623761
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,1992,7.19094208157933
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,1992,5.60302315872197
